Item Name,Item Code,Specification,Specification  Code,Category Level,Category Code,Quantity,Unit Of Measurement,Unit Of Measurement Code,Cost(INR),Discount Type,Discount Code,Per Unit Discount
1/3 ''700TVL,523,4-9 mm lenseFor china room,1292,Category A,1,2,Number(no),1,1000,Percentage,1,1
